ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
1147,31,blue-collar,married,primary,no,55,yes,yes,cellular,17,apr,340,2,-1,0,unknown,no
1148,28,housemaid,single,tertiary,no,19,no,no,cellular,17,apr,149,1,-1,0,unknown,yes
1149,33,technician,married,secondary,no,348,yes,no,cellular,7,may,263,2,294,1,success,no
1150,28,admin.,divorced,secondary,no,785,yes,no,unknown,8,may,442,2,-1,0,unknown,yes
1151,42,management,divorced,tertiary,no,742,yes,no,unknown,5,may,58,3,-1,0,unknown,no
1152,27,services,married,secondary,no,511,yes,no,unknown,30,jun,85,5,-1,0,unknown,no
1153,47,management,single,tertiary,no,6651,no,no,cellular,8,jul,229,1,412,2,failure,yes
1154,64,retired,married,secondary,no,1612,no,no,cellular,18,may,336,1,89,5,failure,yes
1155,37,entrepreneur,married,tertiary,no,555,no,no,cellular,7,jul,104,2,-1,0,unknown,no
1156,26,services,married,secondary,no,54,yes,no,unknown,13,may,116,1,-1,0,unknown,no
1157,25,admin.,single,tertiary,no,1185,no,no,cellular,7,oct,290,1,114,1,failure,yes
1158,38,housemaid,married,secondary,no,110,no,no,cellular,25,may,167,1,-1,0,unknown,no
1159,34,blue-collar,divorced,secondary,no,0,yes,no,cellular,5,may,150,1,-1,0,unknown,no
1160,57,technician,married,secondary,no,950,yes,no,cellular,9,jul,1272,1,-1,0,unknown,no
1161,56,management,married,tertiary,no,412,no,no,telephone,20,nov,179,6,-1,0,unknown,no
1162,32,services,married,primary,no,228,yes,no,cellular,21,jul,1017,6,-1,0,unknown,yes
1163,32,technician,married,secondary,no,367,yes,no,cellular,11,may,214,2,276,3,failure,no
1164,32,services,single,secondary,no,3993,no,no,cellular,22,may,148,2,-1,0,unknown,yes
1165,33,management,married,tertiary,no,2599,no,no,cellular,30,apr,1373,2,-1,0,unknown,yes
1166,29,admin.,single,secondary,no,3528,no,no,cellular,8,oct,137,1,-1,0,unknown,yes
1167,33,management,married,tertiary,no,32,no,no,cellular,29,aug,27,7,-1,0,unknown,no
1168,47,management,single,tertiary,no,551,no,no,cellular,29,oct,124,1,-1,0,unknown,yes
1169,58,management,divorced,secondary,no,3161,no,no,telephone,30,jul,542,2,-1,0,unknown,yes
1170,31,management,single,tertiary,no,533,no,no,cellular,12,nov,90,3,93,6,success,yes
1171,45,unemployed,single,primary,no,8725,no,no,cellular,8,jul,286,2,-1,0,unknown,no
1172,54,retired,divorced,tertiary,no,349,yes,no,cellular,12,may,176,2,175,1,failure,no
1173,32,self-employed,married,secondary,no,514,yes,no,cellular,11,jul,812,1,-1,0,unknown,yes
1174,32,technician,married,tertiary,no,2688,no,no,cellular,14,oct,216,1,57,1,failure,yes
1175,44,management,married,tertiary,no,0,yes,no,unknown,28,may,260,1,-1,0,unknown,no
1176,50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,unknown,no
1177,45,blue-collar,married,secondary,no,154,yes,no,unknown,7,may,1138,1,-1,0,unknown,yes
1178,46,technician,single,secondary,no,874,no,no,cellular,19,nov,819,3,-1,0,unknown,yes
1179,44,blue-collar,married,primary,no,2,no,yes,telephone,7,jul,46,2,-1,0,unknown,no
1180,37,technician,married,secondary,no,5953,no,no,cellular,5,aug,1113,1,-1,0,unknown,no
1181,57,retired,married,tertiary,no,1269,no,no,cellular,31,aug,1120,1,-1,0,unknown,yes
1182,31,services,married,secondary,no,-327,yes,no,unknown,28,may,408,1,-1,0,unknown,no
1183,37,self-employed,single,primary,no,235,yes,no,cellular,17,apr,191,4,323,9,failure,no
1184,51,services,married,secondary,no,7,yes,no,cellular,31,jul,8,30,-1,0,unknown,no
1185,79,retired,married,secondary,no,2661,no,no,cellular,10,nov,254,5,-1,0,unknown,yes
1186,65,retired,married,tertiary,no,1948,no,no,cellular,2,feb,102,2,-1,0,unknown,no
1187,56,services,married,secondary,no,0,no,no,cellular,13,aug,112,4,-1,0,unknown,no
1188,31,unemployed,married,secondary,no,20,no,no,telephone,18,nov,52,1,-1,0,unknown,no
1189,26,student,single,secondary,no,502,yes,no,telephone,7,may,82,1,-1,0,unknown,no
1190,40,management,married,tertiary,no,193,no,no,cellular,18,aug,105,6,-1,0,unknown,no
1191,35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,220,2,-1,0,unknown,no
1192,50,services,single,secondary,no,1716,yes,no,cellular,7,apr,272,1,-1,0,unknown,no
1193,36,student,single,unknown,no,172,no,no,unknown,12,jun,81,1,-1,0,unknown,no
1194,24,student,single,secondary,no,1234,no,no,cellular,21,jul,314,1,156,2,success,yes
1195,58,services,married,secondary,no,1667,yes,yes,unknown,6,may,85,1,-1,0,unknown,no
1196,34,blue-collar,married,secondary,no,157,yes,no,cellular,11,jul,254,2,-1,0,unknown,no
1197,39,technician,married,secondary,no,8,no,yes,cellular,17,nov,333,2,96,2,failure,no
1198,45,services,married,secondary,no,0,no,no,unknown,4,jun,153,6,-1,0,unknown,no
1199,35,self-employed,single,secondary,no,951,yes,no,cellular,19,nov,220,2,-1,0,unknown,no
1200,57,retired,married,secondary,no,427,no,no,cellular,29,jan,246,1,-1,0,unknown,no
1201,42,admin.,divorced,secondary,no,241,yes,no,cellular,15,may,1012,3,-1,0,unknown,yes
1202,25,student,single,secondary,no,469,no,no,cellular,21,aug,273,1,86,1,other,yes
1203,60,retired,married,secondary,no,2060,no,no,cellular,29,jun,135,4,95,4,failure,no
1204,33,blue-collar,married,secondary,no,19,yes,no,cellular,4,feb,56,1,271,1,other,no
1205,44,management,married,tertiary,no,7177,no,no,unknown,19,jun,89,2,-1,0,unknown,no
1206,28,technician,married,secondary,no,655,yes,no,unknown,9,may,179,2,-1,0,unknown,no
1207,32,technician,single,secondary,no,-114,no,no,cellular,12,aug,155,2,-1,0,unknown,no
1208,37,technician,married,secondary,no,588,yes,no,cellular,14,aug,65,4,-1,0,unknown,no
1209,55,management,divorced,tertiary,no,0,no,no,cellular,18,aug,309,4,-1,0,unknown,yes
1210,39,services,married,secondary,no,-971,yes,yes,unknown,28,may,104,2,-1,0,unknown,no
1211,33,management,married,tertiary,no,4570,no,no,cellular,22,aug,1258,2,-1,0,unknown,yes
1212,44,technician,single,secondary,no,250,no,no,telephone,2,mar,382,2,-1,0,unknown,yes
1213,30,management,married,tertiary,no,131,yes,no,cellular,11,aug,384,6,-1,0,unknown,yes
1214,36,management,married,tertiary,no,93,no,no,cellular,12,jul,262,2,182,7,failure,yes
1215,37,admin.,single,secondary,no,22,yes,no,cellular,7,may,28,2,289,5,failure,no
1216,32,technician,married,secondary,no,235,yes,no,telephone,28,aug,688,6,-1,0,unknown,no
1217,39,unemployed,single,secondary,no,-114,yes,no,cellular,3,feb,372,1,-1,0,unknown,yes
1218,48,management,married,tertiary,yes,0,no,yes,cellular,9,feb,18,8,-1,0,unknown,no
1219,33,blue-collar,single,secondary,no,15341,no,no,cellular,20,apr,335,1,334,3,failure,no
1220,45,unknown,married,unknown,no,356,no,no,cellular,11,aug,212,2,-1,0,unknown,no
1221,34,services,married,secondary,no,190,yes,no,cellular,15,may,121,3,-1,0,unknown,no
1222,56,entrepreneur,married,tertiary,no,-124,yes,no,unknown,15,may,374,5,-1,0,unknown,no
1223,25,management,married,secondary,no,2228,yes,no,cellular,23,jul,754,1,-1,0,unknown,yes
1224,40,blue-collar,married,secondary,no,-60,yes,no,cellular,21,jul,250,1,-1,0,unknown,no
1225,52,management,married,tertiary,no,193,no,no,cellular,30,apr,381,1,269,1,failure,yes
1226,30,management,single,tertiary,no,376,yes,no,cellular,21,nov,710,1,-1,0,unknown,yes
1227,41,unknown,single,tertiary,no,1567,no,no,cellular,1,jul,291,2,-1,0,unknown,no
1228,34,blue-collar,single,secondary,no,855,yes,no,cellular,16,jul,578,1,-1,0,unknown,yes
1229,37,services,married,secondary,no,4151,yes,yes,cellular,30,jul,543,4,-1,0,unknown,yes
1230,29,services,single,secondary,no,1008,yes,no,unknown,23,may,426,9,-1,0,unknown,no
1231,51,entrepreneur,married,primary,no,726,yes,yes,cellular,15,apr,87,2,-1,0,unknown,no
1232,44,management,married,tertiary,no,4119,yes,yes,telephone,21,nov,1074,1,-1,0,unknown,yes
1233,37,services,married,secondary,no,1,no,no,unknown,15,may,395,2,-1,0,unknown,no
1234,49,services,married,secondary,no,2416,yes,no,cellular,16,apr,1366,1,-1,0,unknown,yes
1235,29,blue-collar,married,secondary,no,162,yes,no,cellular,15,jul,126,3,-1,0,unknown,no
1236,43,management,married,tertiary,no,1336,yes,yes,cellular,27,may,82,2,309,1,failure,no
1237,57,entrepreneur,married,primary,no,1153,yes,yes,unknown,9,jun,238,6,-1,0,unknown,no
1238,61,management,married,tertiary,no,267,no,no,cellular,20,apr,190,1,-1,0,unknown,yes
1239,30,blue-collar,married,secondary,no,1131,yes,yes,cellular,18,nov,189,1,144,5,failure,no
1240,46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,336,2,183,2,success,yes
1241,35,management,single,tertiary,no,304,yes,no,cellular,19,nov,274,2,-1,0,unknown,no
1242,47,admin.,married,secondary,no,1358,yes,no,cellular,14,may,80,4,-1,0,unknown,no
1243,53,services,divorced,secondary,no,36,yes,yes,unknown,2,jul,25,1,417,1,success,yes
1244,30,admin.,married,secondary,no,8781,yes,no,cellular,18,nov,898,1,-1,0,unknown,yes
1245,59,blue-collar,married,primary,no,416,no,no,unknown,16,jun,92,3,-1,0,unknown,no
1246,33,admin.,single,tertiary,no,867,yes,no,cellular,14,apr,247,1,-1,0,unknown,no
1247,43,services,married,secondary,no,774,no,no,cellular,24,jun,482,1,91,2,success,yes
1248,26,blue-collar,single,primary,no,409,yes,no,cellular,21,jul,577,2,-1,0,unknown,yes
1249,54,blue-collar,married,primary,no,1895,yes,no,cellular,17,apr,345,1,-1,0,unknown,no
1250,37,technician,single,tertiary,no,3943,no,no,cellular,6,apr,1138,2,138,1,failure,yes
1251,62,self-employed,married,tertiary,no,3685,no,no,cellular,3,feb,181,3,-1,0,unknown,no
1252,60,admin.,married,secondary,no,7336,no,no,cellular,31,mar,494,1,-1,0,unknown,no
1253,33,admin.,married,secondary,no,177,yes,no,cellular,11,may,100,1,-1,0,unknown,no
1254,50,technician,married,secondary,no,797,yes,no,unknown,6,may,354,1,-1,0,unknown,no
1255,52,technician,married,tertiary,no,0,no,yes,cellular,5,aug,409,1,-1,0,unknown,no
1256,54,retired,divorced,secondary,no,2761,no,no,cellular,16,jul,771,1,-1,0,unknown,no
1257,28,services,single,secondary,no,47,no,no,cellular,22,jul,405,2,-1,0,unknown,no
1258,52,technician,married,unknown,no,425,yes,no,cellular,28,jan,219,2,254,3,failure,no
1259,68,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,897,2,-1,0,unknown,yes
1260,45,technician,married,secondary,no,0,yes,no,cellular,7,dec,344,1,-1,0,unknown,yes
1261,32,entrepreneur,married,secondary,no,1996,yes,no,cellular,18,nov,271,1,-1,0,unknown,no
1262,47,technician,married,secondary,no,321,yes,yes,unknown,4,jul,111,1,-1,0,unknown,no
1263,39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,3,-1,0,unknown,yes
1264,43,management,married,tertiary,no,175,yes,no,cellular,17,apr,129,4,337,1,other,no
1265,23,student,single,secondary,no,556,yes,no,cellular,15,may,170,2,-1,0,unknown,no
1266,45,admin.,married,secondary,no,0,yes,no,cellular,18,nov,108,5,-1,0,unknown,no
1267,38,management,single,tertiary,no,104,yes,no,cellular,6,may,606,3,-1,0,unknown,yes
1268,55,retired,married,secondary,no,2312,no,no,unknown,12,jun,60,1,-1,0,unknown,no
1269,31,self-employed,married,tertiary,no,94,no,no,cellular,22,aug,579,2,-1,0,unknown,yes
1270,40,technician,married,secondary,no,8379,no,no,unknown,12,jun,52,6,-1,0,unknown,no
1271,48,services,divorced,secondary,no,-276,yes,yes,cellular,13,may,674,1,-1,0,unknown,yes
1272,82,retired,married,unknown,no,211,no,no,telephone,22,apr,195,3,-1,0,unknown,no
1273,49,technician,married,secondary,no,905,no,no,cellular,5,jun,1543,1,-1,0,unknown,yes
1274,30,blue-collar,married,secondary,no,364,yes,yes,cellular,4,feb,331,1,-1,0,unknown,no
1275,71,retired,divorced,secondary,no,0,no,no,cellular,26,feb,771,1,171,1,success,yes
1276,44,admin.,married,secondary,no,0,no,no,cellular,31,jul,209,1,-1,0,unknown,no
1277,30,blue-collar,single,unknown,no,6281,no,no,cellular,21,apr,149,2,-1,0,unknown,yes
1278,30,technician,single,tertiary,no,0,no,no,cellular,22,aug,34,2,-1,0,unknown,no
1279,55,housemaid,married,primary,no,2152,no,no,unknown,19,jun,922,2,-1,0,unknown,yes
1280,42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,jun,300,1,389,3,failure,yes
1281,28,management,single,tertiary,no,0,yes,no,cellular,16,jul,767,5,-1,0,unknown,yes
1282,46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,1,87,1,failure,yes
1283,28,self-employed,single,tertiary,no,805,no,no,cellular,12,nov,116,5,170,2,failure,no
1284,43,blue-collar,married,secondary,no,625,yes,no,unknown,30,sep,175,1,-1,0,unknown,no
1285,53,technician,married,secondary,no,100,no,no,cellular,13,aug,205,4,-1,0,unknown,no
1286,51,management,divorced,tertiary,no,119,no,no,cellular,17,nov,200,1,165,2,failure,no
1287,45,management,married,tertiary,no,1199,no,no,telephone,3,feb,221,2,-1,0,unknown,no
1288,42,services,married,secondary,no,154,yes,no,telephone,14,may,346,5,372,1,other,no
1289,27,technician,single,secondary,no,261,yes,no,cellular,29,jan,236,2,247,2,failure,no
1290,52,technician,married,secondary,no,475,yes,no,cellular,28,jul,121,3,-1,0,unknown,no
1291,49,services,married,secondary,no,486,yes,yes,unknown,30,may,43,2,-1,0,unknown,no
1292,61,management,married,tertiary,no,175,no,no,telephone,5,aug,270,2,-1,0,unknown,yes
1293,50,services,married,secondary,no,2376,yes,no,cellular,24,sep,395,1,-1,0,unknown,yes
1294,73,retired,married,primary,no,796,no,no,cellular,23,apr,888,1,182,3,success,yes
1295,56,entrepreneur,married,tertiary,no,51439,no,yes,cellular,8,jul,325,1,-1,0,unknown,no
1296,38,technician,married,secondary,no,318,no,no,cellular,5,aug,274,1,182,6,success,yes
1297,25,admin.,single,secondary,no,483,no,yes,cellular,3,feb,189,1,-1,0,unknown,yes
1298,53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,-1,0,unknown,yes
1299,58,retired,married,primary,no,0,no,no,cellular,4,aug,506,1,-1,0,unknown,no
1300,36,blue-collar,married,unknown,no,1023,yes,no,cellular,4,feb,184,2,-1,0,unknown,no
1301,47,student,single,unknown,no,107,no,no,telephone,15,jul,119,8,-1,0,unknown,no
1302,43,retired,married,secondary,no,860,no,no,telephone,30,oct,132,1,-1,0,unknown,yes
1303,30,admin.,single,secondary,no,-213,yes,yes,unknown,27,may,751,1,-1,0,unknown,yes
1304,45,technician,married,secondary,no,2403,no,no,cellular,21,nov,207,1,-1,0,unknown,no
1305,47,unemployed,married,secondary,no,312,no,no,cellular,29,jul,884,1,-1,0,unknown,yes
1306,31,management,single,tertiary,no,924,no,no,cellular,5,jun,207,2,98,1,success,yes
1307,59,management,married,tertiary,no,2239,no,no,cellular,22,may,431,1,-1,0,unknown,yes
1308,37,management,married,tertiary,no,0,no,no,cellular,15,jan,426,2,196,1,other,yes
1309,45,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,264,1,-1,0,unknown,yes
1310,43,blue-collar,married,secondary,no,184,no,yes,cellular,16,jul,1019,11,-1,0,unknown,yes
1311,32,technician,single,tertiary,no,1710,yes,no,cellular,15,may,439,1,175,3,other,no
1312,37,technician,married,unknown,no,189,no,no,cellular,16,jun,162,2,-1,0,unknown,yes
1313,29,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707,14,-1,0,unknown,yes
1314,53,blue-collar,divorced,primary,no,559,no,no,telephone,9,feb,16,5,-1,0,unknown,no
1315,38,admin.,married,secondary,no,46,no,no,cellular,7,aug,48,2,-1,0,unknown,no
1316,39,entrepreneur,married,tertiary,yes,1,yes,yes,unknown,29,may,102,1,-1,0,unknown,no
1317,31,management,single,tertiary,no,3340,no,no,cellular,15,sep,213,2,469,3,success,yes
1318,28,technician,single,secondary,yes,-1042,yes,no,unknown,6,jun,712,2,-1,0,unknown,yes
1319,36,technician,married,tertiary,no,341,no,no,cellular,12,feb,419,2,183,1,success,yes
1320,39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,nov,543,1,170,4,other,yes
1321,30,blue-collar,single,tertiary,no,297,no,no,cellular,7,apr,465,4,-1,0,unknown,yes
1322,30,admin.,single,secondary,no,60,no,no,cellular,29,jan,55,2,-1,0,unknown,no
1323,30,blue-collar,single,secondary,no,132,yes,no,unknown,16,may,329,1,-1,0,unknown,no
1324,33,technician,married,secondary,no,4790,yes,no,cellular,20,apr,137,1,272,2,failure,no
1325,32,management,single,tertiary,no,20,no,no,cellular,14,aug,1151,2,-1,0,unknown,yes
1326,31,technician,married,tertiary,no,120,no,no,cellular,8,aug,1000,1,-1,0,unknown,yes
1327,54,management,divorced,secondary,no,300,yes,no,cellular,20,nov,562,2,-1,0,unknown,yes
1328,37,management,married,tertiary,no,393,yes,no,cellular,12,aug,62,2,104,2,success,no
1329,76,retired,married,primary,no,2223,no,no,telephone,4,feb,429,1,-1,0,unknown,yes
1330,59,management,married,tertiary,no,1,yes,no,cellular,29,apr,210,1,-1,0,unknown,yes
1331,38,management,married,tertiary,no,413,no,no,cellular,13,oct,252,2,183,3,success,yes
1332,41,management,married,tertiary,no,0,no,no,cellular,17,sep,294,4,63,11,other,yes
1333,33,technician,married,secondary,no,177,yes,yes,cellular,12,may,22,8,-1,0,unknown,no
1334,45,blue-collar,divorced,primary,no,594,yes,no,unknown,29,may,833,2,-1,0,unknown,yes
1335,31,technician,single,secondary,no,200,no,no,cellular,6,aug,315,2,-1,0,unknown,no
1336,27,admin.,married,secondary,no,0,yes,no,cellular,6,may,837,1,-1,0,unknown,yes
1337,49,management,married,tertiary,no,276,no,no,cellular,27,aug,62,5,-1,0,unknown,no
1338,43,management,divorced,tertiary,no,1,yes,yes,unknown,2,jun,28,8,-1,0,unknown,no
1339,29,management,married,tertiary,no,247,no,no,cellular,16,sep,143,2,587,3,failure,yes
1340,38,technician,single,tertiary,no,0,no,no,cellular,28,aug,247,2,-1,0,unknown,no
1341,34,blue-collar,married,secondary,no,2595,yes,yes,cellular,17,apr,126,1,336,2,other,no
1342,33,management,single,tertiary,no,2485,yes,no,cellular,2,nov,91,2,-1,0,unknown,no
1343,30,admin.,single,secondary,no,255,no,no,cellular,27,jan,143,1,-1,0,unknown,yes
1344,33,management,married,tertiary,no,455,yes,yes,unknown,29,may,122,10,-1,0,unknown,no
1345,38,management,single,tertiary,no,6158,yes,no,cellular,15,apr,139,5,145,9,failure,yes
1346,43,management,divorced,tertiary,no,388,yes,no,unknown,8,may,2087,2,-1,0,unknown,yes
1347,53,entrepreneur,married,secondary,no,288,no,no,unknown,6,may,69,1,-1,0,unknown,no
1348,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,-1,0,unknown,no
1349,27,blue-collar,single,primary,no,377,no,no,cellular,19,feb,645,2,-1,0,unknown,yes
1350,28,self-employed,married,secondary,no,123,no,yes,telephone,22,oct,313,1,-1,0,unknown,yes
1351,54,management,married,tertiary,no,1303,no,no,cellular,3,feb,1635,1,-1,0,unknown,yes
1352,38,admin.,married,tertiary,no,1988,no,no,cellular,27,mar,164,2,130,2,failure,yes
1353,35,management,married,tertiary,no,2161,no,no,cellular,9,sep,569,3,-1,0,unknown,yes
1354,40,services,married,secondary,no,0,yes,no,cellular,2,jun,297,1,28,3,failure,no
1355,33,blue-collar,married,primary,no,5,yes,no,cellular,17,apr,1007,2,-1,0,unknown,yes
1356,39,technician,single,unknown,no,75,no,no,unknown,6,jun,26,1,-1,0,unknown,no
1357,38,services,single,tertiary,no,1222,yes,no,unknown,5,jun,237,2,-1,0,unknown,no
1358,69,retired,married,primary,no,324,no,no,cellular,4,feb,136,4,-1,0,unknown,yes
1359,40,admin.,married,secondary,no,1412,no,no,cellular,31,jul,48,3,-1,0,unknown,no
1360,37,management,married,tertiary,no,3236,no,no,cellular,20,may,291,2,202,5,other,yes
1361,38,management,divorced,tertiary,no,441,yes,no,cellular,30,jan,67,1,-1,0,unknown,no
1362,40,services,married,secondary,no,0,yes,yes,cellular,2,feb,226,2,-1,0,unknown,no
1363,51,blue-collar,married,secondary,no,-92,yes,no,unknown,4,jun,28,4,-1,0,unknown,no
